Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M,IsActive
6207,C,W;A,Almqvist,Parma,4,4,0,3,3,0,14,12,1
6271,C,M;C,El Aynaoui,Roma,4,4,0,5,5,0,18,20,1
7535,C,M;C,Fitz-Jim,Torino,4,4,0,5,5,0,13,15,1
6005,C,M;C,Ilkhan,Torino,4,4,0,5,5,0,10,12,1
6827,C,W;A,Njie,Torino,4,4,0,3,3,0,12,19,1
6024,C,M;C,Sulemana I.,Atalanta,3,3,0,3,3,0,7,8,1
6895,C,W;A,Dominguez B.,Sassuolo,3,3,0,2,2,0,8,7,1
1871,C,M;C,Deiola,Cagliari,3,3,0,3,3,0,8,8,1
4947,C,C;T,Brescianini,Fiorentina,3,3,0,3,3,0,7,7,1
6241,C,C;T,Gelli F.,Frosinone,3,3,0,3,3,0,8,8,1
6506,C,W,Fini ,Frosinone,3,3,0,2,2,0,9,8,1
4970,C,W;T,Messias,Genoa,3,3,0,3,3,0,8,8,1
6503,C,M;C,Stankovic A.,Inter,3,3,0,3,3,0,10,11,1
5813,C,C;T,Miretti,Juventus,3,3,0,3,3,0,11,11,1
7477,C,M;C,Colombo L.,Monza,3,3,0,3,3,0,7,8,1
5131,C,M;C,Gilmour,Napoli,3,3,0,3,3,0,9,9,1
7209,C,C,Sorensen O.,Parma,3,3,0,3,3,0,12,12,1
7536,C,W;A,Diallo O.,Parma,3,3,0,2,2,0,12,10,1
7183,C,W;A,Aboukhlal,Torino,3,3,0,2,2,0,5,4,1
7208,C,M;C,Miller L.,Udinese,3,3,0,3,3,0,12,15,1
5872,C,C;T,Helgason,Venezia,3,3,0,3,3,0,7,7,1
6225,C,M;C,El Azzouzi O.,Bologna,2,2,0,2,2,0,4,4,1
6815,C,W,Fadera,Como,2,2,0,2,2,0,3,3,1
6903,C,C;T,Hasa,Frosinone,2,2,0,2,2,0,5,5,1
6917,C,M;C,Masini,Frosinone,2,2,0,2,2,0,4,4,1
6980,C,W,Venturino,Genoa,2,2,0,2,2,0,6,5,1
5457,C,M;C,Maleh,Lecce,2,2,0,2,2,0,5,5,1
5295,C,C;W,Musah,Milan,2,2,0,2,2,0,6,6,1
5880,C,E;W,Ciurria,Monza,2,2,0,2,2,0,6,6,1
7138,C,M;C,Ordonez C.,Parma,2,2,0,2,2,0,5,6,1
6219,C,M;C,Boloca,Sassuolo,2,2,0,2,2,0,5,5,1
6246,C,M;C,Lipani,Sassuolo,2,2,0,2,2,0,5,5,1
7418,C,W;T,Chakvetadze,Udinese,2,2,0,2,2,0,6,6,1
526,C,C,Duncan,Venezia,2,2,0,2,2,0,4,4,1
7165,C,M;C,Liteta,Cagliari,1,1,0,1,1,0,1,1,1
7357,C,C;T,Lahdo,Como,1,1,0,1,1,0,1,1,1
7456,C,M;C,El Azzouzi A.,Frosinone,1,1,0,1,1,0,3,3,1
5725,C,C,Kone B.,Frosinone,1,1,0,1,1,0,3,3,1
6191,C,M;C,Belahyane,Lazio,1,1,0,1,1,0,5,5,1
7345,C,W;T,Przyborek,Lazio,1,1,0,1,1,0,5,5,1
7248,C,M;C,Gorter,Lecce,1,1,0,1,1,0,3,3,1
6410,C,M;C,Kaba,Lecce,1,1,0,1,1,0,2,2,1
7319,C,M;C,Fofana Sa.,Lecce,1,1,0,1,1,0,1,1,1
7276,C,E;C,Cremaschi,Parma,1,1,0,1,1,0,3,3,1
7157,C,M;C,Iannoni,Sassuolo,1,1,0,1,1,0,1,1,1
5007,C,C,Ilic,Torino,1,1,0,1,1,0,4,4,1
6889,C,C;T,Anjorin,Torino,1,1,0,1,1,0,4,4,1
7392,C,M;C,Camara A.,Udinese,1,1,0,1,1,0,3,3,1
6212,C,M;C,Zarraga,Udinese,1,1,0,1,1,0,4,4,1
7481,C,C,Dagasso,Venezia,1,1,0,1,1,0,1,1,1
2764,A,Pc,Martinez L.,Inter,35,35,0,35,35,0,370,370,1
5585,A,Pc,Malen,Roma,34,34,0,34,34,0,365,365,1
4871,A,Pc,Thuram,Inter,29,29,0,29,29,0,280,280,1
6052,A,Pc,Hojlund,Napoli,28,28,0,28,28,0,271,271,1
6397,A,Pc,Ramos G.,Milan,27,27,0,27,27,0,232,232,1
5951,A,Pc,Kolo Muani,Juventus,26,26,0,26,26,0,225,225,1
2097,A,Pc,Kean,Fiorentina,25,25,0,25,25,0,212,212,1
6434,A,A,Yildiz,Juventus,23,23,0,24,24,0,192,190,1
7017,A,Pc,Douvikas,Como,20,20,0,20,20,0,157,154,1
2137,A,Pc,Scamacca,Atalanta,19,19,0,18,18,0,131,128,1
5637,A,Pc,Davis K.,Udinese,19,19,0,19,19,0,122,119,1
6435,A,Pc,Krstovic,Atalanta,18,18,0,17,17,0,95,92,1
4510,A,A,Leao,Milan,18,18,0,19,19,0,120,123,1
531,A,A,Berardi,Sassuolo,18,18,0,19,19,0,115,118,1
5995,A,A,De Ketelaere,Atalanta,17,17,0,18,18,0,106,108,1
6675,A,Pc,Dovbyk,Bologna,16,16,0,16,16,0,84,81,1
7071,A,Pc,Esposito F.P.,Inter,16,16,0,16,16,0,93,90,1
7023,A,Pc,Pellegrino M.,Parma,15,15,0,15,15,0,81,79,1
6060,A,A,Laurientè,Sassuolo,15,15,0,16,16,0,88,91,1
2061,A,Pc,Simeone,Torino,15,15,0,15,15,0,82,79,1
7351,A,W;A,Santos A.,Napoli,14,14,0,15,15,0,57,57,1
309,A,A,Dybala,Roma,14,14,0,15,15,0,67,67,1
6572,A,Pc,Castro S.,Roma,14,14,0,13,13,0,81,78,1
4371,A,A,Raspadori,Atalanta,13,13,0,14,14,0,62,64,1
4463,A,A,Esposito Se.,Cagliari,13,13,0,14,14,0,50,50,1
4728,A,A,Nkunku,Milan,13,13,0,14,14,0,52,54,1
2038,A,Pc,Pinamonti,Sassuolo,13,13,0,12,12,0,55,52,1
7547,A,Pc,Kevin Carlos,Cagliari,13,13,0,12,12,0,47,44,1
5734,A,A,Soulè,Roma,12,12,0,13,13,0,53,53,1
7484,A,Pc,Adams A.,Venezia,12,12,0,11,11,0,51,48,1
6967,A,W;A,Diao,Como,11,11,0,12,12,0,50,52,1
4923,A,Pc,Colombo,Genoa,11,11,0,10,10,0,63,60,1
6229,A,Pc,Tourè E.,Parma,11,11,0,11,11,0,43,43,1
5672,A,A,Dia,Lazio,10,10,0,11,11,0,31,33,1
7313,A,Pc,Ratkov,Lazio,10,10,0,9,9,0,32,29,1
2531,A,Pc,Lukaku,Napoli,10,10,0,9,9,0,45,41,1
7347,A,Pc,Bowie,Sassuolo,10,10,0,9,9,0,39,36,1
6530,A,W;A,Ghedjemis,Frosinone,9,9,0,10,10,0,30,32,1
5544,A,Pc,David,Juventus,9,9,0,8,8,0,40,37,1
5029,A,Pc,Geubbels,Lecce,9,9,0,8,8,0,25,23,1
2155,A,Pc,Cutrone,Monza,9,9,0,8,8,0,33,30,1
6646,A,A,Adams C.,Torino,9,9,0,10,10,0,32,34,1
6643,A,Pc,Dallinga,Bologna,8,8,0,7,7,0,23,20,1
4359,A,Pc,Piccoli,Fiorentina,8,8,0,7,7,0,24,21,1
6164,A,A,Vitinha O.,Genoa,8,8,0,8,8,0,20,21,1
6904,A,A,Yeboah J.,Venezia,8,8,0,8,8,0,28,29,1
7449,A,Pc,Rrahmani Al.,Venezia,8,8,0,7,7,0,20,17,1
5436,A,Pc,Raimondo,Frosinone,7,7,0,6,6,0,24,21,1
6669,A,Pc,Bonny,Inter,7,7,0,6,6,0,21,18,1
7252,A,Pc,Stulic,Lecce,7,7,0,6,6,0,18,16,1
608,A,Pc,Zapata D.,Torino,7,7,0,6,6,0,18,16,1
5918,A,A,Sulemana K.,Atalanta,6,6,0,6,6,0,16,17,1
6598,A,Pc,Mutandwa,Cagliari,6,6,0,6,6,0,19,18,1
2832,A,W;A,Boga,Juventus,6,6,0,7,7,0,25,28,1
6556,A,A,Noslin,Lazio,6,6,0,6,6,0,17,17,1
7008,A,Pc,Gimenez,Milan,6,6,0,5,5,0,14,13,1
6831,A,W;A,Neres,Napoli,6,6,0,7,7,0,22,25,1
4896,A,T;A,Maldini,Cagliari,5,5,0,6,6,0,14,15,1
6519,A,Pc,Camarda,Milan,5,5,0,4,4,0,18,17,1
5882,A,A,Mota,Monza,5,5,0,5,5,0,18,18,1
7213,A,A,Frigan,Parma,5,5,0,5,5,0,13,13,1
4387,A,Pc,Adorante,Venezia,5,5,0,4,4,0,14,12,1
6243,A,Pc,Borrelli,Cagliari,4,4,0,3,3,0,9,7,1
7374,A,Pc,Mendy P.,Cagliari,4,4,0,3,3,0,9,7,1
313,A,Pc,Morata,Como,4,4,0,3,3,0,10,8,1
6204,A,W;A,Kvernadze,Frosinone,4,4,0,5,5,0,15,16,1
7453,A,Pc,Havel,Genoa,4,4,0,3,3,0,9,7,1
7162,A,A,Giovane,Napoli,4,4,0,4,4,0,10,10,1
7349,A,Pc,Kulenovic,Torino,4,4,0,3,3,0,9,7,1
7272,A,Pc,Gueye,Udinese,4,4,0,3,3,0,7,6,1
7546,A,A,Robinson J.,Monza,4,4,0,4,4,0,10,10,1
7128,A,W;A,Kuhn,Como,3,3,0,4,4,0,5,7,1
6822,A,A,Ekhator,Juventus,3,3,0,3,3,0,10,10,1
7001,A,W;A,N'Dri,Lecce,3,3,0,4,4,0,9,11,1
7523,A,Pc,Varela G.,Monza,3,3,0,3,3,0,7,6,1
7120,A,A,Lang,Napoli,3,3,0,3,3,0,10,10,1
6215,A,Pc,Lucca,Napoli,3,3,0,3,3,0,10,9,1
7342,A,Pc,Elphege,Parma,3,3,0,3,3,0,11,10,1
383,A,Pc,Petagna,Monza,2,2,0,2,2,0,5,5,1
7249,A,Pc,Buksa,Udinese,2,2,0,2,2,0,4,4,1
7338,A,A,Albarracin,Cagliari,1,1,0,1,1,0,1,1,1
7317,A,Pc,Trepy,Cagliari,1,1,0,1,1,0,2,2,1
7027,A,Pc,Azon,Como,1,1,0,1,1,0,1,1,1
6981,A,Pc,Vaz,Roma,1,1,0,1,1,0,4,3,1
7158,A,Pc,Moro L.,Sassuolo,1,1,0,1,1,0,1,1,1
7161,A,Pc,Bayo V.,Udinese,1,1,0,1,1,0,3,3,1
7408,A,W;A,Lisman,Venezia,1,1,0,1,1,0,1,1,1
7482,A,Pc,Lauberbach,Venezia,1,1,0,1,1,0,1,1,1
2297,P,Por,Rossi F.,Atalanta,1,1,0,1,1,0,1,1,0
4929,P,Por,Ciocci,Cagliari,1,1,0,1,1,0,1,1,0
2401,P,Por,Fruchtl,Lecce,1,1,0,1,1,0,1,1,0
5427,D,Ds;E,Gutierrez,Napoli,8,8,0,8,8,0,26,26,0
787,D,Dc,Djimsiti,Atalanta,7,7,0,7,7,0,16,16,0
4772,D,E,Angelino,Roma,3,3,0,3,3,0,12,12,0
6245,D,Dd;Dc,Vogliacco,Genoa,1,1,0,1,1,0,2,2,0
5485,C,E;W,Bjarkason,Venezia,1,1,0,1,1,0,3,3,0
